Node ID,Order
1,1802
2,10817
3,627
4,8037
5,18122
6,3207
7,18502
8,18522
9,11190
10,18518
11,8035
12,7008
13,3135
14,2972
15,4336
16,10875
17,4615
18,5209
19,9853
20,18481
21,822
22,12952
23,11601
24,5204
25,2985
26,18510
27,3575
28,1371
29,11146
30,14237
31,16985
32,11181
33,18519
34,11152
35,11004
36,18077
37,18398
38,4800
39,17953
40,13897
41,18070
42,18435
43,3393
44,9978
45,12979
46,1560
47,15271
48,18427
49,13481
50,7895
51,13999
52,2460
53,15791
54,840
55,1613
56,5599
57,5092
58,1637
59,10374
60,1587
61,18103
62,1608
63,15302
64,18291
65,11504
66,1337
67,18507
68,4730
69,1015
70,3899
71,2591
72,1635
73,1630
74,18065
75,14038
76,16005
77,1760
78,15007
79,18382
80,18517
81,18173
82,18164
83,15296
84,17131
85,4722
86,5614
87,2910
88,9627
89,3581
90,4805
91,10918
92,16210
93,16246
94,18074
95,13012
96,17313
97,11546
98,9969
99,13134
100,17877
101,8306
102,15885
103,17724
104,925
105,16971
106,1516
107,15526
108,10919
109,1628
110,12024
111,3406
112,5971
113,14261
114,13217
115,4758
116,11715
117,18110
118,18208
119,11254
120,9741
121,15694
122,14585
123,18464
124,12864
125,4971
126,11451
127,17317
128,11673
129,3900
130,16454
131,16252
132,14718
133,13137
134,17508
135,14531
136,2367
137,8344
138,16856
139,4470
140,14949
141,16780
142,18504
143,18161
144,12941
145,15824
146,18503
147,17161
148,11249
149,11988
150,2699
151,14208
152,1961
153,12611
154,11137
155,6317
156,15441
157,2344
158,14679
159,10915
160,4474
161,2535
162,18080
163,9027
164,3734
165,15334
166,4077
167,10515
168,12908
169,14275
170,16371
171,3582
172,15071
173,17462
174,12357
175,721
176,14466
177,1334
178,10922
179,12895
180,12677
181,17248
182,13724
183,1808
184,6219
185,17293
186,13864
187,13364
188,13858
189,2861
190,14557
191,4241
192,14577
193,16590
194,12227
195,3923
196,7881
197,8429
198,7295
199,5752
200,3197
201,18497
202,4235
203,6766
204,13915
205,18129
206,4993
207,4254
208,1404
209,2639
210,3869
211,15882
212,11005
213,3180
214,3819
215,18477
216,14770
217,3964
218,1589
219,2764
220,12514
221,3773
222,13270
223,15058
224,7900
225,12735
226,13952
227,10637
228,16268
